Product_ID,Product_Category,Price (USD),Cost (USD),Profit_Margin (%),Units_Sold,Advertising_Spend (USD),Competitor_Price (USD)
P00025,Automotive,510.4629857953323,445.1574555921215,12.793391885497993,316,6493.891765695603,506.7117571095241
P00026,Home Appliances,806.6583652537122,573.5624834457539,28.89648106911337,336,5605.926771451506,740.5242957357062
P00027,Home Appliances,279.70640394252376,168.82007543835633,39.64382900827441,444,6286.048584452374,307.4846857402869
P00028,Industrial Equipment,562.8109945722504,293.29807324327936,47.88693254541113,169,4395.098024793933,568.6113981778055
P00029,Electronics,633.1731119758382,500.4815179769367,20.95660594064598,295,6634.656290649647,658.5605006487881
P00030,Furniture,141.80537144799794,77.78325239997118,45.14788007977864,105,2032.9374668950854,139.16048536306002
P00031,Home Appliances,646.7903667112945,401.7279978540812,37.88899486912131,87,1248.4227757215817,652.9627787895218
P00032,Industrial Equipment,253.47171131856237,180.7223805587532,28.701163684644104,294,4905.368680043932,275.90789833743804
P00033,Industrial Equipment,158.54643368675156,115.06771168582553,27.423336488810087,70,2043.780797433926,147.96883199411826
P00034,Industrial Equipment,953.9969835279999,706.1803150773321,25.976672120514554,159,3243.886001586553,914.3817978786697
P00035,Furniture,969.0688297671035,548.9795582533627,43.349786786011975,143,2575.999944355703,901.6332152809056
P00036,Home Appliances,827.557613304815,539.4806388191147,34.810503807134054,443,9049.79929520615,875.922712489293
P00037,Industrial Equipment,374.15239225603364,279.44607475298756,25.312230915321333,459,11741.114484158406,341.3800295534255
P00038,Furniture,187.90490260574546,166.8459390245631,11.207245414648614,185,3108.403065060615,172.18220978814333
P00039,Electronics,715.8097238609412,566.2430394302452,20.89475449201246,280,3800.7542772226097,686.9617491645357
P00040,Automotive,496.13724436564115,431.16385645721397,13.095849716241695,57,1236.8271749065145,497.5451013625836
P00041,Home Appliances,209.83441136030095,168.89253311538198,19.51151766743291,493,11488.912460323323,205.90105694945976
P00042,Furniture,545.6592191001432,401.979937219724,26.331321244303986,377,9143.893742307464,495.9841838068453
P00043,Automotive,130.94966900369656,75.53299315359986,42.319065234546215,424,11719.25476969678,142.93134261873388
P00044,Automotive,918.3883618709039,704.1047184252121,23.33257392429949,339,5906.560538272186,1001.5703812594885
P00045,Furniture,332.9019834400152,249.46070929761913,25.064817361603726,300,3452.129377373351,318.2114399146855
P00046,Furniture,696.2700559185838,515.9275251606934,25.901233181709333,449,13095.97028100586,728.5109265365118
P00047,Furniture,380.53996848046984,264.8232237468048,30.408565280470373,410,7667.0978049872965,386.52018539469225
P00048,Industrial Equipment,568.0612190600298,404.1543355005282,28.85373584042898,446,10019.456986284331,538.2353573266752
P00049,Electronics,592.0392514089517,375.220867062204,36.62229891527584,136,3172.350478908955,563.8784961148224
P00050,Industrial Equipment,266.36900997297437,188.5160281086991,29.227492294307883,253,5295.359366028089,265.89770593290865
P00051,Automotive,972.6261649881027,563.1722996583752,42.097763772860866,268,3780.1803593864074,956.9157122152762
P00052,Automotive,797.6195410250031,655.6989038195685,17.793024105584916,455,11421.801756056888,764.315627545871
P00053,Automotive,945.5490474077702,543.0390127221569,42.56892181205169,290,7561.761450963673,1003.7025067984055
P00054,Furniture,905.3446153848839,483.4418169087058,46.60134840442134,460,9687.375391360445,901.988125844496
P00055,Home Appliances,638.1099809299766,430.40416788880583,32.5501589457137,369,7295.581365116131,657.8719997576106
P00056,Industrial Equipment,929.6868115208051,709.6513035343289,23.66770241975753,307,3769.58044440583,871.9111457440156
P00057,Home Appliances,179.64325184672754,121.27477545099822,32.491327002658345,158,1845.2872503393169,180.84713693797642
P00058,Electronics,276.38457617723066,168.78851747447925,38.92983472194766,305,5121.345557937525,266.3228536916705
P00059,Electronics,140.70456001948426,101.76717234768577,27.67315264438237,331,5367.801549525143,141.44786310531177
P00060,Industrial Equipment,392.7972976869379,250.91928069985636,36.119906583512005,269,7820.671706182398,414.85882338383686
P00061,Automotive,449.8095607205338,392.74990272276284,12.685292394934677,132,3388.764040050655,474.0015073011536
P00062,Electronics,344.2141285965063,299.1420613912314,13.09419441585711,156,3618.9638012082673,334.17826814094207
P00063,Home Appliances,845.8637582367364,592.9071253878985,29.905127201116183,118,2401.6494900815483,878.730152715213
P00064,Home Appliances,421.07799402423035,265.7648908016596,36.884640239269665,146,1948.7131897218221,458.2414914432452
P00065,Furniture,352.84105871864267,280.45676190183707,20.514703441734433,261,7717.543828801962,361.70931860247595
P00066,Automotive,588.4264748424237,302.85438458714384,48.531482260677336,335,5862.772678209408,547.0495165047762
P00067,Furniture,226.83180247728637,156.49298499913561,31.009239758253955,286,3471.6144459982406,234.9845289373063
P00068,Industrial Equipment,821.9772826786357,521.5687172287516,36.54706422918665,57,1132.9307411159507,757.0253588972676
P00069,Electronics,167.09557931179376,145.07478045529936,13.178564595897807,343,9425.62635966575,179.5311801768376
P00070,Furniture,988.1982429404655,498.84366965456536,49.5198789090927,238,6603.5051684600885,991.4910174760644
P00071,Furniture,795.0202923669917,573.3097638308654,27.887404971266044,130,1328.511381746763,776.7572032872666
P00072,Industrial Equipment,278.8441133807552,222.03392852075297,20.373456757334953,157,4352.968638519395,254.13889271106956
P00073,Home Appliances,104.96990541124217,72.84986961488094,30.599280499038343,370,5708.983209498953,102.46708139057262
P00074,Home Appliances,833.9152856093507,445.44519972069537,46.58387879349113,116,1250.4158844067415,901.1633263362688
P00075,Industrial Equipment,736.1716094628554,654.4451913863583,11.101544398883904,223,6011.144605818419,665.643865746058
P00076,Home Appliances,756.1064512368886,534.7216372070328,29.27958274495608,395,10774.547372306846,752.2727129465052
P00077,Industrial Equipment,794.1433120173511,592.1724153122747,25.432550227239542,400,8769.8486387388,862.6235749128849
P00078,Home Appliances,166.64018656068134,99.09157261332518,40.53560869169971,377,8101.230530014543,163.135443477143
P00079,Industrial Equipment,422.61915568984534,293.04379884712046,30.66007659572784,92,2416.141301623412,416.54828962529547
P00080,Home Appliances,204.28215357261675,137.20810975504452,32.834020321667126,236,6071.381088792521,207.49183702478874
P00081,Furniture,876.7930832880342,464.6638041377662,47.00416631992065,351,9758.540423567782,870.2938253744868
P00082,Furniture,660.9683141448021,358.5516090377153,45.7535858581013,249,5242.682289031583,617.1595578541715
P00083,Home Appliances,397.80822236738425,332.1654929081237,16.50109921524902,430,12621.764997502154,359.50370933313576
P00084,Industrial Equipment,157.20251525742128,93.68137750702687,40.40720191173639,468,14003.934337536048,160.65504902518921
P00085,Furniture,379.88408954409596,219.56666295898717,42.201669140054776,88,1085.1185135975934,411.8556349800202
P00086,Electronics,392.66498982407234,275.6369148589136,29.803541949994422,269,7260.545426401177,361.7515850842168
P00087,Home Appliances,756.6455605042577,610.9904218904604,19.250114745499474,356,7118.734475169954,712.9042921536113
P00088,Electronics,673.8017242196918,353.5967305210176,47.522139256840475,53,940.8203185978222,656.3138049788901
P00089,Electronics,898.4914683186939,656.548532020798,26.927683214469774,170,3784.445853601231,953.9719200557283
P00090,Automotive,524.9934326457544,287.53059616051445,45.23158228637706,385,4280.934790917454,500.76606894505517
P00091,Electronics,207.63482134447153,106.84564418191937,48.541557966975255,126,2536.2820192930412,223.50038093972967
P00092,Electronics,741.9203085006955,386.61287795424306,47.8902419135113,228,6251.2609993216,675.8831503136098
P00093,Automotive,784.7065437552077,654.1828855883603,16.63343567166235,182,2596.999918745846,853.9108529980224
P00094,Automotive,605.1494778125466,331.13113365178157,45.281100654877534,360,6670.007242339861,612.501690303336
P00095,Automotive,793.8704619591049,411.2729647891805,48.193945423508325,278,8003.513735694708,819.0802437530706
P00096,Industrial Equipment,544.4160367279517,367.5679067807605,32.48400451428351,325,6035.664945737032,530.0096475762833
P00097,Automotive,570.4595464437946,477.8154265041257,16.240261122319,201,3450.6378819762413,602.6328128862708
P00098,Industrial Equipment,484.78691652269464,293.27831734453736,39.50366494042792,213,4006.6861210055913,452.45805262545866
P00099,Home Appliances,122.87721406968566,82.16615566669064,33.13149529896334,339,6911.889756989032,111.79152242777384
P00100,Industrial Equipment,197.102284293974,101.69867109223337,48.403098697449956,427,9667.206078882744,192.98351445727047
P00101,Home Appliances,128.28626711806083,87.18737604754583,32.03685943460498,158,4110.18925089687,137.3611276865178
P00102,Automotive,672.7693701374023,491.8248404460488,26.89547677451465,175,3332.3577201750995,707.0707636005748
P00103,Automotive,382.920382968694,278.90497054926703,27.16371784991421,289,7615.039804821012,384.2342571266603
P00104,Home Appliances,557.7136220482325,353.0163688473475,36.702932313025386,359,7422.114348507938,565.7600628998304
P00105,Furniture,916.8098265334837,574.118481518473,37.37867277347457,467,7831.407966836912,848.9462477895165
P00106,Industrial Equipment,324.36300623398745,176.01540614652254,45.735055242536085,450,10421.557453074729,346.4639018946933
P00107,Electronics,469.3446307320668,303.53424430877936,35.328067174149275,438,10667.246951552985,496.2812280192312
P00108,Automotive,779.9960246887438,421.04019082382604,46.02021324508141,394,8337.425927960361,804.4052817314032
P00109,Industrial Equipment,305.9183489424602,246.7654807561487,19.336162211517923,195,2170.7983952254217,303.84979247331887
P00110,Industrial Equipment,169.2819188459137,150.07006632467713,11.34902809007256,301,4032.694908468166,185.00683007793873
P00111,Automotive,360.77630762239124,320.3801060492004,11.197021733331724,232,3643.781424930659,388.12545867927673
P00112,Home Appliances,245.09915852860397,207.36085867403136,15.397156024984232,358,5603.59933861269,252.17911701386478
P00113,Automotive,936.7278871083157,693.4754478110239,25.96831402641524,355,8331.287681752781,912.71037100078
P00114,Industrial Equipment,827.3083416079753,645.5869858746883,21.965372110244807,121,1254.4037612501909,846.8365047377347
P00115,Furniture,670.0633808593811,411.4740761835913,38.59176789278344,268,6730.454324985427,680.1734213166416
P00116,Home Appliances,884.3145311689459,665.2770449405489,24.769183193095184,256,3918.553471011498,865.6098617799208
P00117,Automotive,823.304869209203,561.7078316873337,31.774018022404903,222,3596.4969971994947,791.4716171183865
P00118,Electronics,267.91305299743226,185.61202133765158,30.719306408922698,190,3906.057346186912,262.93044848793
P00119,Automotive,903.30309864098,725.4523153462435,19.68893758499369,321,4596.242358028107,916.6559790599559
P00120,Industrial Equipment,585.4080177240857,358.71891514613117,38.72326577610995,263,7282.319109407275,576.9939301038632
P00121,Industrial Equipment,826.6961396476563,518.5169175209878,37.278415532219206,318,3722.9454365169554,787.6057280640289
P00122,Electronics,906.4821699311439,788.5096038580944,13.014328354854532,69,1303.2476599754693,953.7938888423937
P00123,Home Appliances,386.2031274746775,201.7871631419403,47.75102820596111,115,3103.6712197462466,388.6336965451875
P00124,Industrial Equipment,199.04673207490907,138.18893407052119,30.57462806346638,352,7855.5410167254995,181.83616288395652
P00125,Home Appliances,305.1416462877475,263.9842387315652,13.487967983685522,196,3105.9317021031234,297.105222635314
P00126,Home Appliances,484.3970097636307,360.4617112247957,25.585479687273715,478,8802.467586342964,521.6871953018849
P00127,Automotive,836.2132893302438,600.8717874012185,28.14371703151472,214,5164.651947865963,878.8997251926346
P00128,Home Appliances,874.6575249307091,524.7050127335942,40.01023283082579,427,12581.6467483277,843.7378188348936
P00129,Industrial Equipment,106.25691747807163,67.71861686454211,36.26898043742207,359,10002.735997964333,115.56891568348657
P00130,Industrial Equipment,559.6725723198092,470.583537605677,15.918063367812271,55,926.6760892206144,512.279824441432
P00131,Furniture,475.6699028339011,344.23624517745384,27.631274729261673,63,1887.7293279027006,519.5489961907053
P00132,Home Appliances,299.8970294236572,211.69637664249854,29.410312249728815,181,1822.6868819824308,284.6445719513754
P00133,Furniture,207.87883060031453,112.21962106104347,46.01681145839884,391,4126.064690421806,187.46904505359015
P00134,Automotive,403.8536542632652,204.51603895383454,49.35887374179507,292,7731.228608599771,398.5072809962783
P00135,Furniture,948.6187335212672,839.9772960428384,11.452592452518042,488,6826.755823490588,921.8620750453956
P00136,Home Appliances,390.8826388186797,254.3842585562282,34.920553308526344,280,3140.3079030189488,393.93848151948544
P00137,Industrial Equipment,566.9115595690295,420.24316289941066,25.871477516019826,277,4083.800325730222,600.5603526137122
P00138,Automotive,732.7170630056601,389.72196922405755,46.8113970725086,211,3908.1426497992297,782.8980413325297
P00139,Home Appliances,427.26664214136457,330.3820998945554,22.675428571078143,332,8170.960035677808,418.82641685932185
P00140,Automotive,974.6038744488646,850.8551882191744,12.697331651761571,312,7015.853685679522,960.9293524502907
P00141,Electronics,966.2025654479002,705.5849804380786,26.97338988010322,180,2655.4363832175136,898.216249540427
P00142,Home Appliances,326.60406624282774,179.77794396274754,44.95538710498357,480,9631.39630176561,297.0495080986873
P00143,Electronics,547.5236553031468,401.1643464878966,26.73113890106093,274,7815.6532975841565,562.9873648305626
P00144,Furniture,370.7904788350927,299.0569394579515,19.346111475813903,307,8074.147750680272,338.4900025583193
P00145,Home Appliances,356.35644493972086,236.10988332515294,33.743338537039264,283,4659.254182147951,373.02181895509295
P00146,Electronics,133.1982526190795,113.47626655518361,14.806490082341284,385,11413.437122438861,134.23960042139748
P00147,Industrial Equipment,648.6079005819072,492.6003056991102,24.052681865705413,458,11070.9628679858,609.507608243421
P00148,Furniture,552.4111209059754,474.90760162323744,14.030043268431891,365,4105.880296367507,556.7777036114406
P00149,Home Appliances,146.33087612499043,109.66066944785828,25.059787550106517,73,781.3346414014125,137.05343175234296
P00150,Home Appliances,350.7818178129503,193.81228229720634,44.74848111980703,320,4277.810873664192,346.48384307019126
P00151,Industrial Equipment,917.4392973699884,572.3689870200559,37.61233155579243,144,3536.2248999844232,972.4049785806287
P00152,Industrial Equipment,315.6057016002752,183.27790528918078,41.92820206990172,191,2611.882696718075,313.2020039761612
P00153,Electronics,230.40538488210078,198.96210004005255,13.646940091325499,231,4673.068873744811,214.21707112670123
P00154,Electronics,540.5074842498068,434.65451308207986,19.583997308500685,255,3025.626612922242,564.7036997928209
P00155,Electronics,987.0854086995406,760.6078885174647,22.944065243599752,439,12475.380465749113,925.2481435307961
P00156,Automotive,317.84974436035037,197.18969928256976,37.961347214735135,130,2194.2975953172754,333.01434767749697
P00157,Furniture,704.9219926652906,404.3558793139516,42.63820911799145,323,9096.533085381676,702.0109875793004
P00158,Home Appliances,785.4576537958458,630.3929456111572,19.741956480443516,325,9391.691672418538,778.1908759217432
P00159,Furniture,313.8737895931597,216.46719533208986,31.03368216483682,420,4251.480637434918,335.93503901878796
P00160,Industrial Equipment,755.3947137506736,445.9214505212238,40.96841791397483,495,9544.938353267447,786.9103136620139
P00161,Furniture,431.0048194473279,321.8092274702154,25.335120873389,257,2696.7321263334293,390.7412799224814
P00162,Furniture,669.0752475342215,345.33217660852813,48.386645914461916,345,9719.98008749005,641.8003033518685
P00163,Electronics,670.1767396848053,422.5250568399376,36.95318983486986,88,1792.3972787328535,719.893219518829
P00164,Industrial Equipment,582.1972156672826,400.21563888659676,31.257720216354613,485,5576.956923175419,526.1113829607272
P00165,Furniture,181.26079304896746,101.35801451603373,44.08166663562376,337,4113.265148584061,182.90132816049618
P00166,Home Appliances,851.7722460303141,761.366665391699,10.613820896366423,173,3056.9412247448768,890.5833624174442
P00167,Electronics,388.70205847456225,226.86165965231677,41.636105416415425,413,11896.334433130067,398.17520072766365
P00168,Furniture,267.8666593598688,147.90023267265124,44.78587479826937,332,7920.916766412058,281.8242374865459
P00169,Industrial Equipment,136.6976273992875,79.47790744098454,41.85860504452414,415,11351.236589369799,142.86793545328837
P00170,Home Appliances,631.8036488694177,510.260076488294,19.23755467361103,229,3968.3714402371074,656.0687876479512
P00171,Industrial Equipment,709.8079256580542,475.7148785744309,32.97977362912629,146,1586.184002685995,755.4542339980575
P00172,Industrial Equipment,114.92904603507054,83.45760884504811,27.38336240989848,240,7076.724658581188,118.27786394329398
P00173,Industrial Equipment,560.8837524693529,285.1553541573675,49.15963372054557,123,1272.245557029429,549.9373762468023
P00174,Automotive,303.84619767814416,156.10782771550586,48.62274765706743,496,14360.704398564403,302.13913564977474
P00175,Home Appliances,680.6555113685049,461.7092027237135,32.16697800691936,322,5594.282609588492,710.1584949249592
P00176,Industrial Equipment,256.92978610449234,212.3941158350083,17.33379027193505,98,999.7771938428879,276.2666316469164
P00177,Automotive,721.8439642922193,616.5237187668569,14.59044485169739,386,9180.293828913203,688.959467533609
P00178,Electronics,448.0618116704837,239.57086653949457,46.53173729617439,259,7669.198774882414,433.9099402900818
P00179,Automotive,943.0569898630611,674.6113295398226,28.4654759159591,165,4836.564885364055,1024.299349572855
P00180,Electronics,223.7688497313939,193.62536744140658,13.470812548829183,72,951.7492961314824,227.28254842695625
P00181,Automotive,406.95971594523263,266.63557074231767,34.48108982408454,147,2002.8685498344958,380.8297944039699
P00182,Industrial Equipment,202.12616911653015,168.13386997289925,16.817366742865243,377,8034.163416232237,208.7435833828018
P00183,Automotive,932.2242564507065,515.9658610306352,44.65217382402256,446,10144.759051740655,1023.7243335590755
P00184,Automotive,889.6054180428829,777.655511427814,12.584220413288048,456,11303.491372632696,947.1546267305132
P00185,Industrial Equipment,332.14746494364005,265.9070724788449,19.943067298747877,362,4930.804609818348,348.47192405122354
P00186,Electronics,693.9856414307611,608.3018416670021,12.34662428852394,239,6974.053874733997,653.4633554493852
P00187,Industrial Equipment,835.4999801810942,643.8754641798696,22.935310657899727,231,5260.975364056279,898.352936710856
P00188,Home Appliances,599.6807304395161,387.0108993741615,35.46384272002292,197,5307.364860349986,602.7737449452335
P00189,Automotive,576.6855205204058,504.7569593881486,12.472753099011106,391,8133.313893522222,621.5851043227991
P00190,Home Appliances,317.6670618104065,193.84892617028416,38.97732894763286,485,8868.485421621861,306.85544312470694
P00191,Industrial Equipment,183.7924910253093,116.31657162460877,36.7130991175307,72,2127.143385496794,167.69414542970011
P00192,Industrial Equipment,907.494182157994,708.1389159365679,21.96766327993038,154,3332.933822125095,903.1338484233418
P00193,Furniture,910.3762514469975,733.8784392967823,19.38734801898454,212,5795.543991068518,868.469375737005
P00194,Home Appliances,669.7913115459412,583.8982071340473,12.823860646033843,116,3371.6383595697926,698.6230532024149
P00195,Furniture,405.1268119438306,235.7517847956587,41.80790363775162,339,7968.904371118709,442.1640360392703
P00196,Home Appliances,414.2886171513948,339.38490957589835,18.080078591231043,338,7090.825466786242,430.1123005498434
P00197,Furniture,753.3601109832155,599.2365101929486,20.458157864121464,95,956.6706167302362,811.6602286289949
P00198,Furniture,907.3992339573194,476.8544695687245,47.448217749856084,130,1404.0510659214156,898.8740391427885
P00199,Home Appliances,898.3777818386055,588.3379575901039,34.51107435159172,478,6700.137625448672,947.1849824263094
P00200,Industrial Equipment,801.8879912718614,491.6424853811276,38.68938171759606,196,2689.153052875501,856.9044737421951
P00201,Electronics,677.828481538859,421.4711535626356,37.82038302583878,271,4090.792669983162,706.4159828265603
P00202,Industrial Equipment,175.72596849554395,156.95470120354102,10.682124817811962,392,6310.68755954966,175.99930272091217
P00203,Electronics,245.46584268515238,185.84488112610944,24.28890346080288,64,1100.8838317449322,251.6450088176
P00204,Home Appliances,908.6987696743713,715.2099614818189,21.292953688260006,428,7879.802626989584,945.138861731272
P00205,Automotive,645.7861536936309,575.1675358992239,10.935294507399634,170,2036.1455507504497,613.8952189875105
P00206,Industrial Equipment,108.27734645496668,70.47563646052203,34.91192870169445,127,1377.5993071600665,114.98143063283955
P00207,Furniture,191.3243885794289,157.0268262767782,17.926393261887764,371,8710.667812121834,208.55600199547428
P00208,Industrial Equipment,697.1515921972502,469.74937726931864,32.61876146782019,344,7136.863594920374,692.3048988436154
P00209,Home Appliances,104.55542546159681,88.6434979347183,15.218653127400799,290,5476.036372876693,108.75995843688042
P00210,Automotive,244.7272462757488,140.04835217949943,42.773698347547864,67,1520.1495211655922,256.3285857197665
P00211,Automotive,593.8604104299275,522.0475260430286,12.092552917428806,305,8098.844383941597,613.1308894623985
P00212,Industrial Equipment,722.7056779234239,424.59586129673215,41.24913166356481,492,9128.498225703453,729.5157491844403
P00213,Industrial Equipment,686.7651335523404,432.9973147938789,36.95117972076273,465,10612.411024983407,739.1856352510499
P00214,Industrial Equipment,301.8423785145038,242.22153428004677,19.75231063572878,326,9477.290899405234,298.7591618039359
P00215,Home Appliances,740.9612992127823,487.1835781127978,34.24979433738373,473,12672.847730850364,675.9201544963151
P00216,Electronics,313.52417874712006,233.03767833570217,25.671544929342144,76,1407.5212319636626,335.1295296925679
P00217,Electronics,392.859728343341,266.291874115184,32.21705995722285,51,1167.6111745710377,406.52977541916283
P00218,Furniture,771.8422646062218,615.1181296706931,20.305202516408734,402,5443.650212204156,825.7567784483709
P00219,Home Appliances,684.6696091424932,404.8673922969397,40.86674990525556,344,7296.392632078218,635.1744928815041
P00220,Automotive,864.3010694447602,452.3606550769485,47.66168051052492,361,10695.190262019558,783.186922374508
P00221,Furniture,691.851603070309,428.92845531501564,38.00282410107735,412,8390.916549268784,751.9561474896215
P00222,Automotive,611.4777430019244,421.75054825296377,31.02765340526279,432,12334.794905002873,568.3964829095335
P00223,Automotive,184.30729104528322,104.54057378700949,43.27919791229286,288,5226.249142098781,195.72152754323514
P00224,Industrial Equipment,430.9442227534902,276.631248267152,35.80810841374446,62,1858.5675857089427,458.8013142173371
P00225,Automotive,338.6821309135529,223.5279058427366,34.00067926825726,431,9302.876703661548,352.81907532448827
P00226,Automotive,319.59067904117524,167.13209883889175,47.70432625246906,233,2526.973513139455,296.02164697218103
P00227,Home Appliances,975.7094992772011,715.5101188588294,26.667710072631824,243,5281.628311920146,1008.3759849071847
P00228,Industrial Equipment,453.78795220008436,387.41573338831955,14.626262881148493,105,1626.602660927153,489.1005129753696
P00229,Industrial Equipment,902.841899659402,506.220893745855,43.93028348187791,279,2971.2457769602925,889.3952694049057
P00230,Furniture,668.0247633975366,493.7526043826474,26.087679463939445,77,2034.1140892297817,656.4701868192144
P00231,Industrial Equipment,815.3301731874835,624.4578590195299,23.41043180356615,369,5724.8847209179785,806.012304318116
P00232,Electronics,552.3733837946729,368.83841844360046,33.22661278322847,120,3111.7165297115966,506.22500594400594
P00233,Home Appliances,619.2134961637232,483.258383371374,21.9560965054292,259,4082.967079711391,667.7630008006478
P00234,Furniture,543.2659244369775,360.8875428865172,33.57073826035952,497,6901.6039575053155,583.3788184143101
P00235,Electronics,275.71868901824007,193.51451709746343,29.814508480902596,233,6868.539775326632,303.1752701090358
P00236,Automotive,750.2069037353548,377.30997378295933,49.70587821782292,474,8168.397707117586,762.9878999021499
P00237,Electronics,352.6951261967702,273.9340882774165,22.33119543461244,424,9339.670273038,370.4139393803292
P00238,Furniture,121.88436978830845,93.18511914906998,23.54629284221101,405,8990.85009179722,114.6364403242898
P00239,Industrial Equipment,680.9250663164511,350.9217811342459,48.46396490694623,90,1908.8522679123032,703.739980648293
P00240,Home Appliances,259.399611466344,167.9093796454668,35.26999570419468,309,8742.819694961107,267.1677400246273
P00241,Furniture,946.4127259176229,843.8336402403276,10.838726368333298,490,11509.522499395312,1022.3545365875877
P00242,Electronics,958.5357193023286,640.5842691065636,33.17053749725533,463,8368.567618011653,1021.9510474076344
P00243,Electronics,923.3779511984037,647.0831035208389,29.922183794726337,393,10708.309822360794,1004.3520039826441
P00244,Furniture,433.14283022989997,374.22330472168636,13.602793673611263,133,1811.6273116484654,465.09434507979944
P00245,Furniture,113.91095487598068,89.63707150839251,21.309524965369746,95,1984.0498394597932,122.31060960095523
P00246,Furniture,935.4867063289529,685.5509010916211,26.71719475503106,489,14186.382637609937,853.8605006961282
P00247,Industrial Equipment,485.3657334855829,397.57368847772807,18.087812746357084,208,4681.654140302517,518.9493488712584
P00248,Furniture,969.9893371393026,820.3650933077326,15.425349341761068,393,10351.372020732528,990.8399164674779
P00249,Automotive,967.2579793803276,660.4004429187889,31.724477130509328,56,1291.988012610616,944.1297677786149
P00250,Home Appliances,867.708509920624,598.7564835146428,30.99566540272658,382,10232.793397429483,790.7453030318594
P00251,Home Appliances,365.00400286262715,238.8660561600266,34.55796257392657,487,14069.311949692672,377.97433066143714
P00252,Automotive,446.58795574173274,395.9817054203966,11.331754399261571,185,2859.8103918711263,431.24334993625007
P00253,Electronics,866.0230043651712,674.5163078156025,22.113349828385978,232,3107.2274170311753,860.441705203439
P00254,Electronics,385.2298046406499,205.43890453509758,46.671077351677106,246,4841.234491636096,399.23124670152987
P00255,Electronics,252.54347201748323,213.44566380168928,15.481615067479257,221,5312.231926563034,273.34166677626393
P00256,Electronics,601.1211362125151,416.1104631677442,30.777602366549278,446,6486.545978385368,640.2465379073097
P00257,Industrial Equipment,942.5392967447028,497.19095181551234,47.249843743100506,398,4012.6475454241304,933.2264673063304
P00258,Automotive,726.4268170074757,522.9451508726861,28.011309793467547,325,5479.078252938584,710.1233522573045
P00259,Home Appliances,613.0550530804285,408.82539421649733,33.313428840971916,127,3730.902712088183,581.1491838773154
P00260,Automotive,187.45884439369166,159.54617783796513,14.890023805495007,465,11113.197383634375,182.6758976336713
P00261,Home Appliances,653.5065040292527,380.0779721128679,41.840215855624514,493,8887.068877260468,602.6697608951688
P00262,Electronics,991.048465093837,823.1508256235605,16.94141562031269,227,3144.295481954655,1084.4261432862654
P00263,Industrial Equipment,226.07561371287164,163.46973210462758,27.69245235258189,76,1301.2563041072153,229.41780001432136
P00264,Furniture,566.4966871273631,295.62296590506196,47.81558787146123,169,2264.057284558218,524.3273357224285
